C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2019-01-16T00:00:00.000Z,-0.030531324446201324,0.00360407424159348,-0.011254285297220648,0.004852052985349853,1558,476,-0.010418353602290154,-0.01798989810049534,-0.006601411383599043,100
2019-01-21T00:00:00.000Z,-1,1,0.5422163743258045,0.31927543383068496,1558,476,0.651971161365509,0.09996765106916428,0.8173840641975403,29.852125693160815
2019-01-26T00:00:00.000Z,-0.08862986415624619,0.25899064540863037,0.06233214138311552,0.03101994808100683,1558,476,0.056648775935173035,0.03631151467561722,0.10115816444158554,100
2019-01-31T00:00:00.000Z,-0.0021296734921634197,0.2823452651500702,0.06709879651999662,0.041277207811129125,1558,476,0.051140543073415756,0.0330674983561039,0.13593143224716187,100
2019-02-05T00:00:00.000Z,-0.6058230400085449,1,0.44440264295782395,0.2718405940698004,1558,476,0.5144370198249817,0.04948897287249565,0.7331406474113464,47.13493530499076
2019-02-10T00:00:00.000Z,-0.38088443875312805,0.5495039820671082,0.22009106668774495,0.1433260762032896,1558,476,0.1922605186700821,0.06864814460277557,0.4237433075904846,100
2019-02-15T00:00:00.000Z,-1,1,0.3206021294054238,0.36523819271804636,1558,476,0.2968829870223999,-0.08626450598239899,0.7819361090660095,50.64695009242147
2019-02-20T00:00:00.000Z,-1,1,0.40669908180874387,0.3355427191569142,1558,476,0.4431487023830414,-0.007450411096215248,0.7869072556495667,38.44731977818856
2019-02-25T00:00:00.000Z,-1,1,0.3457638024920286,0.22687408485345206,1558,476,0.35280296206474304,0.06849315017461777,0.6145440340042114,93.06839186691312
2019-03-02T00:00:00.000Z,-0.23166964948177338,0.902306079864502,0.10899959156171707,0.17209429447749997,1558,476,0.0404229536652565,-0.02267739549279213,0.3940761685371399,93.34565619223669
2019-03-07T00:00:00.000Z,-0.18660560250282288,0.5009794235229492,0.18512256070374355,0.08037348682513028,1558,476,0.18843571841716766,0.07640166580677032,0.2780098617076874,99.16820702402956
2019-03-12T00:00:00.000Z,-1,1,0.23102566006289113,0.35309754637307567,1558,476,0.16827143728733063,-0.14191539585590363,0.7257611751556396,60.72088724584099
2019-03-17T00:00:00.000Z,-0.4156171381473541,0.9746105074882507,0.4156402450066933,0.1573275884958701,1558,476,0.421041876077652,0.252612441778183,0.590719997882843,91.12754158964877
2019-03-22T00:00:00.000Z,-1,1,0.2782681359422993,0.368072389625933,1558,476,0.2725173234939575,-0.15025611221790314,0.7364548444747925,56.561922365988934
2019-03-27T00:00:00.000Z,-0.19614386558532715,0.2183305025100708,0.04861990258767096,0.034206977515187496,1558,476,0.044339004904031754,0.02470914088189602,0.08213256299495697,100
2019-04-01T00:00:00.000Z,-0.75698322057724,0.9637930989265442,0.1363073046645403,0.2623675167715351,1558,476,0.05087662860751152,-0.11169745028018951,0.5537787079811096,74.02957486136785
2019-04-06T00:00:00.000Z,-1,1,0.3335648749989643,0.31315983579978807,1558,476,0.3709677457809448,-0.051650237292051315,0.6971621513366699,39.83364140480589
2019-04-11T00:00:00.000Z,-0.6563964486122131,0.969111979007721,0.16650385407977009,0.22906081041582316,1558,476,0.10551033169031143,-0.04955064505338669,0.5167579650878906,74.21441774491686
2019-04-16T00:00:00.000Z,-0.2931053042411804,0.7068092226982117,0.193364622143419,0.1625363811302573,1558,476,0.15476350486278534,0.03707205131649971,0.4350515604019165,99.81515711645092
2019-04-21T00:00:00.000Z,-0.8753960132598877,1,0.46289112768738466,0.26001035687388574,1558,476,0.5152086615562439,0.10999999940395355,0.7389034032821655,30.129390018484298
2019-04-26T00:00:00.000Z,-0.8654906153678894,1,0.40035538095944556,0.29958767150699056,1558,476,0.46013402938842773,-0.02267303131520748,0.7211233377456665,24.861367837338282
2019-05-01T00:00:00.000Z,-0.7786357998847961,1,0.24800096555338255,0.28228446864756507,1558,476,0.20510037243366241,-0.07153689116239548,0.653333306312561,58.59519408502777
2019-05-06T00:00:00.000Z,-1,1,0.41520715026796434,0.3537695821062941,1558,476,0.5019394755363464,-0.05272692069411278,0.7775366306304932,24.676524953789304
2019-05-11T00:00:00.000Z,-0.6766467094421387,0.8887689113616943,0.5579759545261455,0.21354964167005877,1558,476,0.6055096387863159,0.29997140169143677,0.7592098116874695,3.327171903881697
2019-05-16T00:00:00.000Z,-0.32373160123825073,0.720191478729248,0.3768570206194554,0.17586600962862928,1558,476,0.41605067253112793,0.11164285987615585,0.5688166618347168,100
2019-05-26T00:00:00.000Z,-1,1,0.4858503838792982,0.24005835896085426,1558,476,0.5377455949783325,0.2280178815126419,0.7078921794891357,2.5878003696857688
2019-05-31T00:00:00.000Z,-1,0.826781690120697,0.48624746077089287,0.21853189750078741,1558,476,0.5316967964172363,0.28448909521102905,0.6804065704345703,2.2181146025877987
